city,country,province,reviews.rating,Lodging,Hotel,Motel,Meal
10,1,7,5.0,1,1,0,3
10,1,7,3.0,1,1,0,3
10,1,7,5.0,1,1,0,3
10,1,7,4.0,1,1,0,3
10,1,7,3.0,1,1,0,3
10,1,7,3.0,1,1,0,3
10,1,7,4.0,1,1,0,3
10,1,7,5.0,1,1,0,3
10,1,7,5.0,1,1,0,3
10,1,7,4.0,1,1,0,3
10,1,7,4.0,1,1,0,3
11,1,8,0.0,0,1,0,3
12,1,4,1.0,0,1,1,3
13,1,9,3.0,1,1,0,3
13,1,9,2.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,5.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,4.0,1,1,0,3
13,1,9,4.0,1,1,0,3
13,1,9,1.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,5.0,1,1,0,3
13,1,9,1.0,1,1,0,3
13,1,9,2.0,1,1,0,3
13,1,9,2.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,4.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,5.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,1.0,1,1,0,3
13,1,9,4.0,1,1,0,3
13,1,9,4.0,1,1,0,3
13,1,9,2.0,1,1,0,3
13,1,9,5.0,1,1,0,3
13,1,9,1.0,1,1,0,3
13,1,9,3.0,1,1,0,3
13,1,9,1.0,1,1,0,3
13,1,9,4.0,1,1,0,3
13,1,9,2.0,1,1,0,3
14,1,10,0.0,0,1,0,3
15,1,11,5.0,0,1,1,4
15,1,11,3.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,3.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,4.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,4.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,1.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,4.0,0,1,1,4
15,1,11,3.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,4.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,4.0,0,1,1,4
15,1,11,4.0,0,1,1,4
15,1,11,4.0,0,1,1,4
15,1,11,5.0,0,1,1,4
15,1,11,5.0,0,1,1,4
16,1,12,3.0,1,1,1,3
16,1,12,3.0,1,1,1,3
16,1,12,2.0,1,1,1,3
16,1,12,1.0,1,1,1,3
16,1,12,5.0,1,1,1,3
16,1,12,3.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,3.0,1,1,1,3
16,1,12,1.0,1,1,1,3
16,1,12,1.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,5.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,3.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,2.0,1,1,1,3
16,1,12,4.0,1,1,1,3
16,1,12,1.0,1,1,1,3
17,1,13,5.0,1,1,0,3
17,1,13,3.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,3.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,3.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,3.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,1.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,3.0,1,1,0,3
17,1,13,2.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,3.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,3.0,1,1,0,3
17,1,13,4.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,2.0,1,1,0,3
17,1,13,5.0,1,1,0,3
17,1,13,4.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,2.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
18,1,14,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,3.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,3.0,1,1,0,3
6,1,15,2.0,1,1,0,3
6,1,15,1.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,3.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,5.0,1,1,0,3
6,1,15,4.0,1,1,0,3
6,1,15,5.0,1,1,0,3
19,1,16,4.0,1,1,1,3
19,1,16,4.0,1,1,1,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,2.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,1.0,1,1,0,3
20,1,17,3.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,5.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.0,1,1,0,3
20,1,17,4.1,1,1,0,3
20,1,17,4.1,1,1,0,3
